coddistrit,codbarrio,coddistbar,nombre,area_m2,area_km2,airbnb_total,airbnb_vivienda_completa,airbnb_habitacion_privada,precio_medio_airbnb,disponibilidad_media,resenas_media,host_listings_medio,airbnb_por_km2,vivienda_completa_por_km2,poblacion_2024,archivo,airbnb_por_1000_hab,vivienda_completa_por_1000_hab,densidad_poblacion
12,3,123,LA CREU DEL GRAU,390193.14269556286,0.3901931426955629,133,94,39,98.72268907563026,184.94736842105263,59.368421052631504,9.67669172932331,340.8568358767121,240.90633513090933,15120,Distrito_12_Barrio_3.xlsx,8.796296296296298,6.216931216931217,38750.040289142016
10,7,107,CIUTAT DE LES ARTS I DE LES CIENCIES,992883.6232476042,0.9928836232476043,106,89,17,184.45263157894738,156.17924528301887,48.27358490566043,25.77358490566038,106.75974254997439,89.63789704667661,9020,Distrito_10_Barrio_7.xlsx,11.751662971175167,9.866962305986696,9084.649790573292
17,2,172,POBLE NOU,2930957.662354145,2.930957662354145,2,0,2,35,316.5,0,1,0.6823708256480239,0,960,Distrito_17_Barrio_2.xlsx,2.0833333333333335,0,327.5379963110515
17,4,174,LES CASES DE BARCENA,1201023.3519543184,1.2010233519543183,0,0,0,NA,NA,NA,NA,0,0,377,Distrito_17_Barrio_4.xlsx,0,0,313.8989757247779
17,5,175,MAHUELLA-TAULADELLA,1043066.1378114894,1.0430661378114894,1,1,0,150,279,28,1,0.9587119778407833,0.9587119778407833,59,Distrito_17_Barrio_5.xlsx,16.949152542372882,16.949152542372882,56.56400669260621
19,3,193,PINEDO,6526456.361907716,6.526456361907716,17,16,1,1778.75,225.88235294117646,19.470588235294116,10.764705882352942,2.60478260441947,2.4515600982771484,2640,Distrito_19_Barrio_3.xlsx,6.4393939393939394,6.0606060606060606,404.5074162157295
17,6,176,MASSARROJOS,2781900.805721821,2.7819008057218206,2,1,1,100.5,220.5,53.5,1,0.718932895050174,0.359466447525087,2646,Distrito_17_Barrio_6.xlsx,0.7558578987150416,0.3779289493575208,951.1482201513801
19,8,198,FAITANAR,4902501.464250227,4.902501464250228,1,0,1,178,179,0,1,0.203977501545313,0,2065,Distrito_19_Barrio_8.xlsx,0.48426150121065376,0,421.21354069107133
19,2,192,CASTELLAR-L'OLIVERAL,2989701.201433393,2.9897012014333932,4,4,0,66.75,178.5,10,1,1.337926344640135,1.337926344640135,6913,Distrito_19_Barrio_2.xlsx,0.5786199913207002,0.5786199913207002,2312.2712051243134
19,1,191,EL FORN D'ALCEDO,1200882.3882610446,1.2008823882610447,2,2,0,71,321.5,68.5,1,1.6654420279209268,1.6654420279209268,1368,Distrito_19_Barrio_1.xlsx,1.461988304093567,1.461988304093567,1139.1623470979139
19,7,197,LA TORRE,419523.01196336676,0.4195230119633668,5,2,3,73.8,266.2,3.8,1.2,11.918297345835716,4.767318938334287,4836,Distrito_19_Barrio_7.xlsx,1.0339123242349049,0.41356492969396197,11527.377192892305
1,6,016,SANT FRANCESC,438655.2915736528,0.43865529157365285,245,176,69,161.46153846153842,185.2408163265306,79.3020408163265,13.39591836734694,558.5251214480403,401.22620969328614,6073,Distrito_01_Barrio_6.xlsx,40.34249958834184,28.98073439815577,13844.583928791628
9,4,094,SANT MARCEL.LI,330435.4606060426,0.33043546060604256,41,17,24,60.736842105263165,170.73170731707316,39.463414634146346,5.341463414634146,124.07869277953108,51.44726285980557,10330,Distrito_09_Barrio_4.xlsx,3.969022265246854,1.6456921587608906,31261.777961281856
15,1,151,ELS ORRIOLS,396738.1735271384,0.3967381735271384,58,29,29,73.75925925925927,202.82758620689657,18.86206896551724,8,146.19213342734355,73.09606671367177,18056,Distrito_15_Barrio_1.xlsx,3.212228622064688,1.606114311032344,45511.123468346814
1,1,011,LA SEU,221072.59766128284,0.22107259766128284,193,171,22,135.20114942528735,191.62176165803106,95.79274611398952,13.383419689119165,873.0163848515755,773.5015637804114,3245,Distrito_01_Barrio_1.xlsx,59.47611710323575,52.69645608628659,14678.436107996697
