barrios,airbnb_total,airbnb_vivienda_completa,airbnb_habitacion_privada,poblacion_total,airbnb_por_1000_hab_media,airbnb_por_km2_media,porcentaje_vivienda_completa,porcentaje_habitacion_privada
88,7844,5782,2036,830665,10.343289483882177,194.31823763456165,73.71239163691993,25.956144824069355
